cids,>O00141,>O00311,>O00329,>O00418,>O00444,>O14757,>O14920,>O14965,>O15075,>O15111,>O15264,>O15530,>O43293,>O43741,>O43781,>O60285,>O60674,>O75116,>O75582,>O75676,>O94806,>O95819,>O96013,>O96017,>P00519,>P00533,>P04049,>P04626,>P04629,>P05129,>P05771,>P06213,>P06239,>P06241,>P06493,>P07332,>P07333,>P07947,>P07948,>P07949,>P08069,>P08581,>P08631,>P08922,>P09619,>P09769,>P10721,>P11309,>P11362,>P11802,>P12931,>P15056,>P15735,>P16234,>P16591,>P17252,>P17612,>P17948,>P19784,>P21802,>P22455,>P22607,>P22612,>P22694,>P23443,>P23458,>P24723,>P24941,>P27361,>P27448,>P28482,>P29317,>P29323,>P29376,>P29597,>P30291,>P30530,>P31749,>P31751,>P34947,>P35916,>P35968,>P36507,>P36888,>P41240,>P41279,>P41743,>P42336,>P42338,>P42345,>P42679,>P42684,>P42685,>P43403,>P43405,>P45983,>P45984,>P48729,>P48730,>P48736,>P49137,>P49336,>P49674,>P49759,>P49760,>P49840,>P49841,>P50613,>P50750,>P51451,>P51617,>P51812,>P51813,>P51817,>P51955,>P51957,>P52333,>P52564,>P53350,>P53667,>P53778,>P53779,>P54619,>P54646,>P54760,>P67870,>P68400,>P78368,>P78527,>P80192,>Q00534,>Q00535,>Q02156,>Q02750,>Q02763,>Q02779,>Q04759,>Q04771,>Q04912,>Q05397,>Q05513,>Q05655,>Q06187,>Q06418,>Q07912,>Q08881,>Q12851,>Q12866,>Q13131,>Q13153,>Q13177,>Q13188,>Q13237,>Q13464,>Q13554,>Q13555,>Q13557,>Q13627,>Q13882,>Q13976,>Q14012,>Q14164,>Q14289,>Q14680,>Q15078,>Q15118,>Q15139,>Q15303,>Q15418,>Q15759,>Q16288,>Q16512,>Q16513,>Q16539,>Q16566,>Q16584,>Q16620,>Q16644,>Q5S007,>Q5VT25,>Q7KZI7,>Q7L7X3,>Q86V86,>Q8IU85,>Q8IW41,>Q8N4C8,>Q8NE63,>Q8TDC3,>Q96GD4,>Q96KB5,>Q96L34,>Q96PF2,>Q96RG2,>Q96RR4,>Q96SB4,>Q99683,>Q9BUB5,>Q9BWU1,>Q9BXA7,>Q9BZL6,>Q9H0K1,>Q9H2G2,>Q9H2X6,>Q9H3Y6,>Q9H4B4,>Q9HAZ1,>Q9HBH9,>Q9HBY8,>Q9HC98,>Q9HCP0,>Q9NR20,>Q9NWZ3,>Q9NYL2,>Q9P1W9,>Q9P289,>Q9UBE8,>Q9UBF8,>Q9UBS0,>Q9UEE5,>Q9UGI9,>Q9UGJ0,>Q9UHD2,>Q9UM73,>Q9UQM7,>Q9Y243,>Q9Y463,>Q9Y478,>Q9Y4K4,>Q9Y6M4
CHEMBL1992634,nan,11.9999984170,nan,nan,11.9000008750,11.2000001280,nan,12.5999969320,11.1000000000,nan,11.2000001280,11.5000001860,11.9999984170,nan,11.3000002370,nan,12.2999981720,11.3000002370,11.8000005040,nan,12.3999976030,14.2001794980,11.4000002020,11.9000008750,12.2999981720,11.8000005040,nan,11.9000008750,11.6999993830,11.4000002020,nan,12.2999981720,11.6999993830,12.1999990350,12.4999969130,12.2999981720,11.6999993830,nan,11.9000008750,11.9999984170,11.9000008750,11.5999996790,nan,12.2999981720,nan,nan,11.9999984170,11.1000000000,11.4000002020,nan,11.8000005040,nan,12.6999976540,nan,13.0000087660,nan,11.2000001280,12.6999976540,nan,nan,nan,11.8000005040,nan,nan,11.3000002370,nan,nan,12.6999976540,nan,12.4999969130,11.2000001280,11.5999996790,nan,nan,11.8000005040,nan,11.8000005040,11.2000001280,11.2000001280,nan,11.8000005040,12.1000000000,nan,13.6999803650,nan,nan,11.4000002020,nan,nan,nan,11.8000005040,nan,11.8000005040,nan,12.1999990350,11.8000005040,11.5000001860,11.3000002370,11.2000001280,nan,11.2000001280,nan,nan,nan,12.4999969130,11.2000001280,11.3000002370,11.9000008750,nan,11.9000008750,12.5999969320,11.2000001280,nan,11.9000008750,11.1000000000,12.2999981720,12.3999976030,nan,11.2000001280,11.5999996790,11.3000002370,nan,nan,nan,nan,nan,12.1999990350,11.2000001280,nan,nan,nan,12.6999976540,nan,nan,nan,nan,nan,nan,nan,11.9000008750,11.2000001280,11.2000001280,11.9999984170,11.8000005040,nan,12.7999917970,13.8000571000,nan,11.9000008750,11.1000000000,nan,12.6999976540,11.9000008750,11.1000000000,12.4999969130,12.5999969320,12.5999969320,12.8999981350,11.6999993830,11.8000005040,11.4000002020,nan,11.9000008750,11.9000008750,nan,nan,nan,nan,nan,nan,13.3999889380,nan,12.1000000000,nan,nan,nan,11.5999996790,11.1000000000,nan,11.1000000000,12.1999990350,11.9000008750,11.2000001280,nan,11.9000008750,13.5000078220,12.4999969130,11.1000000000,12.8999981350,11.9000008750,nan,11.9000008750,11.9000008750,nan,11.2000001280,nan,nan,10.1000000000,11.9000008750,12.3999976030,nan,12.8999981350,12.1000000000,11.9000008750,11.2000001280,13.2000154370,12.3999976030,11.9000008750,nan,11.3000002370,11.2000001280,12.4999969130,12.2999981720,11.9000008750,nan,nan,nan,nan,12.4999969130,nan,nan,11.9000008750,11.9999984170,nan,11.1000000000,nan,nan,13.3999889380,11.3000002370
CHEMBL1992740,nan,11.9999984170,nan,11.5000001860,11.5000001860,11.2000001280,11.5999996790,11.5000001860,11.1000000000,11.5000001860,11.2000001280,11.5000001860,11.9999984170,nan,11.3000002370,nan,11.9000008750,11.2000001280,11.8000005040,nan,11.1000000000,11.1000000000,11.4000002020,11.4000002020,12.2999981720,11.8000005040,nan,11.9000008750,11.6999993830,11.2000001280,nan,11.4000002020,11.6999993830,12.1999990350,11.9999984170,nan,11.6999993830,nan,11.9000008750,11.9999984170,11.9999984170,11.5999996790,nan,nan,nan,nan,11.9999984170,11.2000001280,11.4000002020,nan,11.8000005040,nan,11.4000002020,nan,nan,nan,11.2000001280,12.4999969130,nan,nan,nan,11.8000005040,nan,nan,11.3000002370,nan,nan,12.1000000000,nan,11.3000002370,11.2000001280,11.2000001280,nan,nan,11.8000005040,nan,11.8000005040,11.2000001280,11.2000001280,nan,11.3000002370,11.2000001280,nan,11.6999993830,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.5999996790,11.5000001860,11.3000002370,11.2000001280,nan,11.2000001280,nan,nan,nan,12.6999976540,nan,13.6999803650,nan,nan,11.9000008750,11.2000001280,11.2000001280,nan,11.9000008750,11.1000000000,11.3000002370,11.9000008750,nan,11.2000001280,11.1000000000,11.3000002370,nan,nan,nan,nan,nan,11.3000002370,11.2000001280,nan,nan,nan,11.6999993830,nan,nan,nan,nan,nan,nan,nan,11.9000008750,11.2000001280,11.2000001280,nan,nan,nan,11.9000008750,11.3000002370,nan,11.3000002370,11.1000000000,nan,11.2000001280,11.9000008750,11.1000000000,nan,nan,nan,12.8999981350,11.6999993830,11.8000005040,11.3000002370,nan,11.9000008750,11.9000008750,nan,nan,nan,11.5000001860,nan,nan,nan,nan,11.2000001280,nan,nan,nan,11.4000002020,11.1000000000,nan,11.1000000000,11.2000001280,11.5000001860,nan,nan,11.9000008750,11.2000001280,11.2000001280,11.1000000000,11.3000002370,11.1000000000,nan,11.9000008750,nan,nan,11.2000001280,nan,nan,nan,11.9000008750,11.1000000000,nan,11.1000000000,12.1999990350,nan,11.4000002020,12.1000000000,11.1000000000,11.1000000000,nan,nan,nan,11.1000000000,11.2000001280,11.9000008750,nan,nan,nan,nan,nan,nan,nan,nan,11.9999984170,nan,11.1000000000,nan,nan,11.2000001280,nan
CHEMBL1992922,nan,12.6999976540,nan,11.5000001860,11.5000001860,11.3000002370,11.5999996790,11.8000005040,11.1000000000,11.6999993830,11.2000001280,11.9999984170,11.9999984170,nan,12.1000000000,nan,12.3999976030,11.9000008750,11.9000008750,nan,11.6999993830,12.4999969130,11.4000002020,11.8000005040,12.2999981720,11.8000005040,nan,11.9000008750,12.4999969130,11.3000002370,nan,11.5999996790,12.1000000000,12.2999981720,12.4999969130,nan,11.6999993830,nan,12.1999990350,nan,12.1000000000,11.5999996790,nan,nan,nan,nan,11.9999984170,11.1000000000,11.9000008750,nan,11.4000002020,nan,11.8000005040,nan,nan,nan,11.9000008750,12.4999969130,nan,nan,nan,11.9999984170,nan,nan,12.2999981720,nan,nan,12.6999976540,nan,12.7999917970,11.5000001860,11.2000001280,nan,nan,11.8000005040,nan,12.7999917970,11.2000001280,11.2000001280,nan,11.5999996790,11.9000008750,nan,11.8000005040,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.5999996790,11.5000001860,11.3000002370,11.2000001280,nan,11.8000005040,nan,nan,nan,13.3999889380,12.4999969130,11.9000008750,nan,nan,12.3999976030,11.5000001860,11.2000001280,nan,11.9000008750,11.1000000000,11.3000002370,12.4999969130,nan,11.2000001280,11.8000005040,11.3000002370,nan,nan,nan,nan,nan,11.3000002370,11.2000001280,nan,nan,nan,12.7999917970,nan,nan,nan,nan,nan,nan,nan,11.9000008750,11.2000001280,11.8000005040,nan,nan,nan,11.9000008750,12.8999981350,nan,12.1000000000,11.1000000000,nan,13.0000087660,11.9000008750,11.8000005040,11.9000008750,12.7999917970,13.2000154370,12.7999917970,nan,11.8000005040,11.3000002370,nan,12.2999981720,12.1000000000,nan,nan,nan,11.5000001860,nan,nan,nan,nan,12.2999981720,nan,nan,nan,11.5000001860,11.1000000000,nan,11.2000001280,12.7999917970,11.3000002370,nan,nan,11.9000008750,11.9000008750,11.2000001280,12.1999990350,11.5000001860,11.1000000000,nan,11.9999984170,12.1000000000,nan,11.5999996790,nan,nan,nan,12.2999981720,11.5999996790,nan,13.2000154370,11.5999996790,nan,11.2000001280,14.2001794980,11.4000002020,11.2000001280,nan,11.3000002370,nan,12.8999981350,11.2000001280,11.9000008750,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1000000000,nan,nan,12.4999969130,nan
CHEMBL1992937,nan,11.9999984170,nan,11.5000001860,11.5000001860,11.4000002020,11.5999996790,11.9999984170,11.1000000000,11.5000001860,11.2000001280,11.5000001860,11.5000001860,nan,13.0000087660,nan,11.8000005040,11.2000001280,11.8000005040,nan,11.5999996790,11.5000001860,11.4000002020,11.9999984170,12.1999990350,11.8000005040,nan,11.9000008750,11.6999993830,11.2000001280,nan,11.4000002020,11.4000002020,11.5000001860,12.4999969130,nan,12.1999990350,nan,11.9000008750,11.8000005040,11.8000005040,11.8000005040,nan,nan,12.1999990350,nan,11.9999984170,11.3000002370,11.5000001860,nan,11.4000002020,nan,11.5999996790,11.6999993830,nan,nan,11.5999996790,11.8000005040,nan,nan,nan,11.8000005040,nan,nan,11.3000002370,nan,nan,11.9999984170,nan,11.9000008750,11.2000001280,11.2000001280,nan,11.6999993830,11.8000005040,nan,11.8000005040,11.2000001280,11.2000001280,11.5000001860,12.1000000000,12.6999976540,11.6999993830,11.8000005040,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.2999981720,11.8000005040,11.5999996790,12.1999990350,nan,11.2000001280,11.5000001860,nan,nan,12.6999976540,11.5999996790,11.6999993830,12.7999917970,13.2999706410,11.9000008750,13.0000087660,11.5000001860,nan,11.6999993830,11.4000002020,12.1999990350,11.5000001860,nan,11.2000001280,11.5999996790,11.3000002370,nan,nan,nan,nan,nan,11.4000002020,13.3999889380,nan,nan,nan,12.5999969320,nan,11.6999993830,nan,nan,11.6999993830,11.5000001860,11.5000001860,11.4000002020,11.2000001280,11.2000001280,11.3000002370,11.5999996790,11.5000001860,12.4999969130,11.8000005040,nan,11.4000002020,11.1000000000,nan,11.4000002020,11.9000008750,11.4000002020,11.2000001280,11.3000002370,11.4000002020,12.4999969130,nan,11.8000005040,11.3000002370,11.5999996790,11.9000008750,11.9000008750,nan,nan,nan,11.5000001860,nan,nan,11.5999996790,nan,11.2000001280,11.5000001860,nan,nan,11.5000001860,11.1000000000,12.1999990350,11.1000000000,11.5000001860,11.9000008750,nan,11.6999993830,11.9000008750,11.9999984170,11.5999996790,11.1000000000,11.9000008750,11.1000000000,nan,11.9000008750,11.9000008750,nan,12.1000000000,nan,nan,nan,11.9000008750,11.4000002020,nan,12.3999976030,12.2999981720,nan,11.2000001280,14.1000000000,11.3000002370,12.1999990350,nan,12.8999981350,nan,12.6999976540,11.9999984170,11.9000008750,nan,nan,nan,nan,nan,nan,nan,11.5999996790,11.3000002370,11.5000001860,11.1000000000,12.8999981350,nan,11.9999984170,nan
CHEMBL1993243,nan,11.9999984170,nan,11.5000001860,12.1999990350,11.2000001280,nan,11.9000008750,11.1000000000,nan,11.2000001280,11.5000001860,11.9999984170,nan,11.3000002370,nan,12.1999990350,11.2000001280,11.8000005040,nan,12.1000000000,13.5000078220,11.4000002020,11.9000008750,nan,11.8000005040,nan,11.9000008750,11.9999984170,11.4000002020,nan,11.4000002020,12.8999981350,14.7989700040,11.2000001280,11.8000005040,13.6000381340,nan,13.1000000000,13.8000571000,11.8000005040,11.5999996790,nan,11.8000005040,nan,nan,11.9999984170,11.1000000000,13.3999889380,nan,14.2001794980,nan,11.4000002020,nan,11.9999984170,nan,11.2000001280,13.9999742700,nan,nan,nan,13.5000078220,nan,nan,13.2000154370,nan,nan,11.2000001280,nan,11.9000008750,11.2000001280,13.8000571000,nan,nan,11.9000008750,nan,12.1000000000,11.2000001280,11.2000001280,nan,12.8999981350,13.6000381340,nan,13.0000087660,nan,nan,11.4000002020,nan,nan,nan,11.8000005040,nan,13.8999707330,nan,12.4999969130,11.5999996790,11.5000001860,11.3000002370,11.5000001860,nan,11.2000001280,nan,nan,nan,11.2000001280,nan,11.3000002370,nan,nan,13.9999742700,11.2000001280,11.2000001280,nan,11.9000008750,12.1000000000,11.3000002370,11.9000008750,nan,11.2000001280,12.6999976540,11.3000002370,nan,nan,nan,nan,nan,11.3000002370,11.2000001280,nan,nan,nan,11.1000000000,nan,nan,nan,nan,nan,nan,nan,11.9000008750,11.2000001280,11.2000001280,13.0000087660,13.8000571000,nan,11.9999984170,11.9999984170,nan,11.9000008750,11.1000000000,nan,11.5000001860,11.9000008750,11.1000000000,11.2000001280,11.3000002370,11.3000002370,11.3000002370,13.0000087660,11.8000005040,11.5999996790,nan,11.9000008750,11.9000008750,nan,nan,nan,11.5000001860,nan,nan,12.5999969320,nan,11.2000001280,nan,nan,nan,12.1000000000,11.1000000000,nan,11.1000000000,12.1000000000,11.2000001280,11.2000001280,nan,11.9000008750,13.1000000000,11.2000001280,11.4000002020,13.2000154370,11.1000000000,nan,11.9000008750,nan,nan,11.2000001280,nan,nan,nan,11.9000008750,11.9999984170,nan,11.6999993830,11.5999996790,12.3999976030,11.2000001280,11.5000001860,11.6999993830,11.1000000000,nan,11.3000002370,11.2000001280,nan,12.7999917970,11.9000008750,nan,nan,nan,nan,11.5000001860,nan,nan,nan,11.9999984170,nan,11.2000001280,nan,nan,13.0000087660,11.3000002370
CHEMBL1993413,nan,14.9013429130,nan,nan,nan,nan,nan,11.9000008750,nan,nan,nan,nan,11.5000001860,nan,nan,nan,11.6999993830,12.1000000000,nan,nan,11.5000001860,11.6999993830,11.4000002020,nan,nan,nan,nan,nan,11.5999996790,nan,nan,nan,11.3000002370,11.3000002370,nan,nan,11.6999993830,nan,nan,11.5999996790,11.6999993830,11.6999993830,nan,nan,nan,nan,nan,11.5000001860,11.5000001860,nan,nan,nan,nan,11.6999993830,nan,nan,11.6999993830,11.5000001860,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.5999996790,nan,nan,nan,nan,nan,11.6999993830,nan,nan,nan,nan,nan,11.5000001860,nan,11.6999993830,11.5000001860,11.6999993830,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.9000008750,11.4000002020,11.5000001860,11.6999993830,nan,nan,nan,13.2000154370,nan,nan,11.5999996790,11.5000001860,11.5000001860,11.5000001860,11.9000008750,nan,nan,11.5000001860,nan,11.5999996790,nan,nan,11.4000002020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.5000001860,nan,11.5999996790,nan,nan,11.6999993830,11.5000001860,11.5000001860,11.3000002370,nan,nan,11.3000002370,11.5999996790,11.5000001860,nan,11.6999993830,nan,11.5999996790,nan,nan,11.5999996790,nan,12.5999969320,nan,nan,11.5999996790,12.6999976540,nan,nan,nan,11.5999996790,nan,13.6000381340,nan,nan,nan,nan,nan,nan,11.5999996790,nan,11.4000002020,11.5999996790,nan,nan,11.5000001860,nan,11.6999993830,nan,nan,11.3000002370,nan,11.6999993830,nan,11.6999993830,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.5000001860,nan,nan,13.6999803650,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.9000008750,nan,nan,11.5999996790,11.3000002370,11.2000001280,nan,12.5999969320,nan,11.5000001860,nan
CHEMBL1993424,nan,11.9999984170,nan,nan,nan,11.2000001280,nan,13.0000087660,11.6999993830,nan,11.2000001280,12.4999969130,11.9999984170,nan,nan,nan,14.4001622740,11.5999996790,11.8000005040,nan,11.9999984170,12.6999976540,11.4000002020,11.9000008750,nan,11.9999984170,nan,11.9000008750,13.1000000000,11.3000002370,nan,11.4000002020,13.1000000000,13.2999706410,12.7999917970,11.8000005040,11.6999993830,nan,13.5000078220,12.8999981350,11.9999984170,nan,nan,14.2001794980,nan,nan,11.9999984170,11.1000000000,13.2000154370,nan,13.2999706410,nan,11.5000001860,nan,12.1000000000,nan,11.2000001280,nan,nan,nan,nan,nan,nan,nan,11.3000002370,nan,nan,13.1000000000,nan,12.5999969320,11.2000001280,12.7999917970,nan,nan,12.8999981350,nan,nan,nan,11.2000001280,nan,13.6999803650,13.2999706410,nan,nan,nan,nan,11.4000002020,nan,nan,nan,11.8000005040,nan,14.1000000000,nan,13.2999706410,11.5999996790,11.5999996790,11.3000002370,11.2000001280,nan,11.2000001280,nan,nan,nan,12.7999917970,12.2999981720,12.3999976030,nan,nan,11.9000008750,12.3999976030,11.9999984170,nan,11.9000008750,11.1000000000,12.1999990350,14.2001794980,nan,11.2000001280,nan,11.3000002370,nan,nan,nan,nan,nan,11.4000002020,11.6999993830,nan,nan,nan,13.2000154370,nan,nan,nan,nan,nan,nan,nan,nan,11.2000001280,11.5000001860,nan,11.8000005040,nan,12.4999969130,13.2000154370,nan,12.4999969130,11.1000000000,nan,12.4999969130,11.9000008750,11.1000000000,11.9000008750,12.5999969320,12.3999976030,11.9000008750,nan,11.8000005040,11.5000001860,nan,nan,11.9000008750,nan,nan,nan,11.6999993830,nan,nan,14.4001622740,nan,13.1000000000,nan,nan,nan,12.8999981350,11.1000000000,nan,11.1000000000,12.3999976030,12.5999969320,11.2000001280,nan,11.9000008750,11.8000005040,11.9999984170,12.4999969130,13.8999707330,11.1000000000,nan,11.9000008750,nan,nan,11.5000001860,nan,nan,nan,11.9000008750,11.8000005040,nan,12.6999976540,11.5999996790,12.1000000000,11.2000001280,13.1000000000,nan,11.5000001860,nan,11.5000001860,11.2000001280,11.9999984170,11.6999993830,11.9000008750,nan,nan,nan,nan,12.5999969320,nan,nan,nan,13.2000154370,nan,11.1000000000,nan,nan,12.3999976030,11.3000002370
CHEMBL1993548,nan,12.4999969130,nan,11.5000001860,11.5000001860,11.2000001280,nan,11.9000008750,11.1000000000,nan,11.2000001280,11.5000001860,12.1000000000,nan,12.8999981350,nan,nan,12.7999917970,13.2000154370,nan,12.1000000000,12.1999990350,11.4000002020,11.9000008750,12.2999981720,nan,nan,nan,11.6999993830,11.2000001280,nan,11.4000002020,11.6999993830,12.1999990350,11.2000001280,11.8000005040,11.6999993830,nan,11.9000008750,nan,nan,11.5999996790,nan,11.8000005040,nan,nan,11.9999984170,11.9000008750,11.4000002020,nan,11.8000005040,nan,11.6999993830,nan,11.9000008750,nan,12.6999976540,12.4999969130,nan,nan,nan,11.8000005040,nan,nan,12.1000000000,nan,nan,11.2000001280,nan,11.4000002020,11.2000001280,11.5999996790,nan,nan,nan,nan,11.8000005040,11.6999993830,11.4000002020,nan,11.3000002370,11.2000001280,nan,11.6999993830,nan,nan,11.5999996790,nan,nan,nan,nan,nan,11.6999993830,nan,11.9000008750,11.5999996790,11.5000001860,11.4000002020,12.1999990350,nan,11.2000001280,nan,nan,nan,12.1000000000,11.6999993830,11.9000008750,nan,nan,11.9000008750,11.2000001280,11.9999984170,nan,13.6000381340,11.1000000000,11.3000002370,nan,nan,11.2000001280,11.1000000000,11.3000002370,nan,nan,nan,nan,nan,11.3000002370,11.2000001280,nan,nan,nan,11.1000000000,nan,nan,nan,nan,nan,nan,nan,11.9000008750,11.3000002370,11.9999984170,11.9999984170,11.8000005040,nan,nan,11.5999996790,nan,11.9000008750,11.1000000000,nan,11.2000001280,12.8999981350,12.6999976540,11.2000001280,11.3000002370,11.4000002020,13.1000000000,nan,13.3999889380,11.4000002020,nan,11.9000008750,11.9000008750,nan,nan,nan,11.5000001860,nan,nan,11.9999984170,nan,12.5999969320,nan,nan,nan,11.4000002020,11.1000000000,nan,11.4000002020,11.3000002370,11.1000000000,11.4000002020,nan,11.9000008750,11.5999996790,11.2000001280,11.1000000000,11.3000002370,11.1000000000,nan,11.9000008750,nan,nan,11.2000001280,nan,nan,nan,11.9000008750,11.8000005040,nan,11.5000001860,11.5999996790,11.9000008750,11.2000001280,12.3999976030,12.1999990350,11.4000002020,nan,11.3000002370,11.5999996790,11.1000000000,11.2000001280,11.9000008750,nan,nan,nan,nan,11.5000001860,nan,nan,nan,nan,nan,11.1000000000,nan,nan,11.2000001280,11.3000002370
CHEMBL1993584,nan,12.1000000000,nan,11.5000001860,11.5000001860,11.2000001280,nan,11.9000008750,11.1000000000,nan,11.2000001280,11.5000001860,11.9999984170,nan,11.9999984170,nan,11.9000008750,11.8000005040,11.8000005040,nan,11.2000001280,12.5999969320,11.4000002020,11.9000008750,12.2999981720,11.8000005040,nan,11.9000008750,11.6999993830,11.2000001280,nan,11.4000002020,11.6999993830,12.1999990350,11.2000001280,11.8000005040,11.6999993830,nan,11.9000008750,11.9999984170,11.8000005040,11.5999996790,nan,11.8000005040,nan,nan,11.9999984170,11.2000001280,11.4000002020,nan,11.8000005040,nan,11.5999996790,nan,11.9000008750,nan,12.4999969130,12.4999969130,nan,nan,nan,11.8000005040,nan,nan,12.3999976030,nan,nan,11.2000001280,nan,11.3000002370,11.2000001280,11.5999996790,nan,nan,11.8000005040,nan,11.8000005040,11.6999993830,11.2000001280,nan,11.3000002370,11.2000001280,nan,11.6999993830,nan,nan,11.4000002020,nan,nan,nan,11.8000005040,nan,11.6999993830,nan,11.9000008750,11.5999996790,11.5000001860,11.3000002370,11.2000001280,nan,11.2000001280,nan,nan,nan,12.3999976030,12.2999981720,12.1999990350,nan,nan,11.9000008750,11.2000001280,11.2000001280,nan,nan,11.1000000000,11.3000002370,11.9000008750,nan,11.2000001280,11.3000002370,11.3000002370,nan,nan,nan,nan,nan,11.3000002370,11.2000001280,nan,nan,nan,11.1000000000,nan,nan,nan,nan,nan,nan,nan,11.9000008750,11.2000001280,11.9000008750,11.9999984170,11.8000005040,nan,11.9000008750,11.6999993830,nan,11.9999984170,11.1000000000,nan,11.2000001280,11.9000008750,12.3999976030,11.2000001280,11.3000002370,11.5999996790,11.8000005040,11.6999993830,12.2999981720,11.4000002020,nan,11.9000008750,11.9000008750,nan,nan,nan,11.5000001860,nan,nan,11.9999984170,nan,12.1999990350,nan,nan,nan,11.4000002020,11.1000000000,nan,11.6999993830,11.2000001280,11.1000000000,11.2000001280,nan,11.9000008750,12.1000000000,11.4000002020,11.2000001280,11.5000001860,11.6999993830,nan,11.9000008750,nan,nan,11.2000001280,nan,nan,nan,11.9000008750,11.1000000000,nan,11.8000005040,11.5999996790,11.9000008750,11.2000001280,13.8999707330,12.5999969320,11.1000000000,nan,11.3000002370,11.2000001280,11.1000000000,11.2000001280,11.9000008750,nan,nan,nan,nan,12.1999990350,nan,nan,nan,11.9999984170,nan,11.2000001280,nan,nan,11.2000001280,11.3000002370
CHEMBL1993661,nan,14.4001622740,nan,nan,14.6003129170,13.3999889380,nan,14.4001622740,13.0000087660,nan,11.8000005040,14.2001794980,11.4000002020,nan,11.5000001860,nan,15.2001794980,13.6999803650,12.5999969320,nan,13.5000078220,12.4999969130,14.9013429130,13.2000154370,14.2001794980,13.2000154370,nan,12.8999981350,13.0000087660,12.7999917970,nan,13.2999706410,13.2000154370,12.5999969320,nan,nan,12.8999981350,nan,nan,14.5001169280,14.4001622740,13.6000381340,13.3999889380,15.5001169280,13.2000154370,nan,11.6999993830,11.3000002370,13.9999742700,nan,nan,nan,13.3999889380,12.5999969320,nan,nan,13.2000154370,13.6999803650,nan,nan,nan,14.9013429130,nan,nan,13.1000000000,nan,nan,nan,nan,14.2999706410,14.5001169280,14.2999706410,nan,14.6003129170,14.2999706410,nan,nan,11.5000001860,11.2000001280,12.1000000000,nan,13.8999707330,13.2999706410,13.6000381340,nan,nan,11.8000005040,nan,nan,nan,13.3999889380,nan,15.1000000000,nan,nan,13.0000087660,13.1000000000,11.5000001860,11.2000001280,nan,11.2000001280,11.5000001860,nan,nan,12.6999976540,12.8999981350,12.1999990350,13.6000381340,13.1000000000,15.1000000000,nan,14.1000000000,nan,13.1000000000,13.0000087660,13.8999707330,14.2999706410,nan,13.2999706410,13.8000571000,12.3999976030,13.6999803650,nan,nan,nan,nan,13.0000087660,11.2000001280,nan,nan,nan,nan,nan,13.2999706410,nan,15.2001794980,13.2999706410,12.8999981350,14.2001794980,14.6003129170,nan,13.2000154370,13.0000087660,11.8000005040,14.5001169280,14.6003129170,14.4001622740,nan,14.2999706410,13.6000381340,nan,14.4001622740,11.9000008750,13.9999742700,12.4999969130,13.5000078220,13.8000571000,12.6999976540,13.2000154370,11.8000005040,12.5999969320,13.0000087660,nan,13.1000000000,nan,nan,nan,12.8999981350,nan,nan,13.1000000000,nan,13.2000154370,11.5000001860,nan,nan,13.8000571000,11.1000000000,15.6003129170,13.1000000000,nan,13.6999803650,11.2000001280,12.1000000000,11.9000008750,13.2999706410,11.6999993830,13.5000078220,13.2000154370,11.1000000000,15.4001622740,13.1000000000,nan,14.9996294550,13.5000078220,nan,nan,10.1000000000,14.2001794980,13.1000000000,15.1000000000,nan,12.5999969320,13.1000000000,12.6999976540,13.6999803650,12.6999976540,11.4000002020,nan,11.3000002370,11.9999984170,14.5001169280,12.3999976030,11.9000008750,nan,nan,nan,nan,13.1000000000,nan,nan,13.5000078220,14.5001169280,12.2999981720,11.1000000000,12.5999969320,nan,12.8999981350,11.3000002370
